GEO_ID,NAME,S1901_C02_012E,field_259
Geography,Geographic Area Name,Estimate!!Families!!Median income (dollars),
1400000US25009260100,"Census Tract 2601, Essex County, Massachusetts","36947",
1400000US25009260200,"Census Tract 2602, Essex County, Massachusetts","44222",
1400000US25009260301,"Census Tract 2603.01, Essex County, Massachusetts","121750",
1400000US25009260302,"Census Tract 2603.02, Essex County, Massachusetts","142738",
1400000US25009260401,"Census Tract 2604.01, Essex County, Massachusetts","121875",
1400000US25009260402,"Census Tract 2604.02, Essex County, Massachusetts","113841",
1400000US25009260500,"Census Tract 2605, Essex County, Massachusetts","111146",
1400000US25009260600,"Census Tract 2606, Essex County, Massachusetts","85603",
1400000US25009260700,"Census Tract 2607, Essex County, Massachusetts","71667",
1400000US25009260800,"Census Tract 2608, Essex County, Massachusetts","48428",
1400000US25009260900,"Census Tract 2609, Essex County, Massachusetts","68952",
1400000US25009261000,"Census Tract 2610, Essex County, Massachusetts","89539",
1400000US25009261101,"Census Tract 2611.01, Essex County, Massachusetts","125375",
1400000US25009261102,"Census Tract 2611.02, Essex County, Massachusetts","90575",
1400000US25009262100,"Census Tract 2621, Essex County, Massachusetts","116908",
1400000US25009263100,"Census Tract 2631, Essex County, Massachusetts","175670",
1400000US25009264100,"Census Tract 2641, Essex County, Massachusetts","139074",
1400000US25009265101,"Census Tract 2651.01, Essex County, Massachusetts","118073",
1400000US25009265102,"Census Tract 2651.02, Essex County, Massachusetts","157656",
1400000US25009266100,"Census Tract 2661, Essex County, Massachusetts","144491",
1400000US25009266200,"Census Tract 2662, Essex County, Massachusetts","116036",
1400000US25009266300,"Census Tract 2663, Essex County, Massachusetts","123235",
1400000US25009266400,"Census Tract 2664, Essex County, Massachusetts","77614",
1400000US25009267102,"Census Tract 2671.02, Essex County, Massachusetts","107563",
1400000US25009267103,"Census Tract 2671.03, Essex County, Massachusetts","119145",
1400000US25009267104,"Census Tract 2671.04, Essex County, Massachusetts","108914",
1400000US25009268100,"Census Tract 2681, Essex County, Massachusetts","196531",
1400000US25009268200,"Census Tract 2682, Essex County, Massachusetts","130033",
1400000US25009268300,"Census Tract 2683, Essex County, Massachusetts","158797",
1400000US25009268400,"Census Tract 2684, Essex County, Massachusetts","173380",
1400000US25009269100,"Census Tract 2691, Essex County, Massachusetts","160268",
1400000US25009270100,"Census Tract 2701, Essex County, Massachusetts","127358",
1400000US25009990100,"Census Tract 9901, Essex County, Massachusetts","-",
1400000US25011040100,"Census Tract 401, Franklin County, Massachusetts","75758",
1400000US25011040200,"Census Tract 402, Franklin County, Massachusetts","90000",
1400000US25011040300,"Census Tract 403, Franklin County, Massachusetts","89483",
1400000US25011040400,"Census Tract 404, Franklin County, Massachusetts","89102",
1400000US25011040501,"Census Tract 405.01, Franklin County, Massachusetts","76912",
1400000US25011040502,"Census Tract 405.02, Franklin County, Massachusetts","76250",
1400000US25011040600,"Census Tract 406, Franklin County, Massachusetts","93250",
1400000US25011040701,"Census Tract 407.01, Franklin County, Massachusetts","72614",
1400000US25011040702,"Census Tract 407.02, Franklin County, Massachusetts","99057",
1400000US25011040800,"Census Tract 408, Franklin County, Massachusetts","97065",
1400000US25011040900,"Census Tract 409, Franklin County, Massachusetts","99910",
1400000US25011041000,"Census Tract 410, Franklin County, Massachusetts","77159",
1400000US25011041100,"Census Tract 411, Franklin County, Massachusetts","105137",
1400000US25011041200,"Census Tract 412, Franklin County, Massachusetts","76923",
1400000US25011041301,"Census Tract 413.01, Franklin County, Massachusetts","45897",
1400000US25011041302,"Census Tract 413.02, Franklin County, Massachusetts","67715",
1400000US25011041400,"Census Tract 414, Franklin County, Massachusetts","41042",
1400000US25011041501,"Census Tract 415.01, Franklin County, Massachusetts","102415",
1400000US25011041502,"Census Tract 415.02, Franklin County, Massachusetts","84688",
1400000US25013800101,"Census Tract 8001.01, Hampden County, Massachusetts","46782",
1400000US25013800102,"Census Tract 8001.02, Hampden County, Massachusetts","48038",
1400000US25013800201,"Census Tract 8002.01, Hampden County, Massachusetts","67997",
1400000US25013800202,"Census Tract 8002.02, Hampden County, Massachusetts","53977",
1400000US25013800300,"Census Tract 8003, Hampden County, Massachusetts","64738",
1400000US25013800400,"Census Tract 8004, Hampden County, Massachusetts","53293",
1400000US25013800500,"Census Tract 8005, Hampden County, Massachusetts","76420",
1400000US25013800600,"Census Tract 8006, Hampden County, Massachusetts","22277",
1400000US25013800700,"Census Tract 8007, Hampden County, Massachusetts","33095",
1400000US25013800800,"Census Tract 8008, Hampden County, Massachusetts","16641",
1400000US25013800900,"Census Tract 8009, Hampden County, Massachusetts","31779",
1400000US25013801101,"Census Tract 8011.01, Hampden County, Massachusetts","-",
1400000US25013801102,"Census Tract 8011.02, Hampden County, Massachusetts","80380",
1400000US25013801200,"Census Tract 8012, Hampden County, Massachusetts","27656",
1400000US25013801300,"Census Tract 8013, Hampden County, Massachusetts","45724",
1400000US25013801401,"Census Tract 8014.01, Hampden County, Massachusetts","43208",
1400000US25013801402,"Census Tract 8014.02, Hampden County, Massachusetts","42768",
1400000US25013801501,"Census Tract 8015.01, Hampden County, Massachusetts","63291",
1400000US25013801502,"Census Tract 8015.02, Hampden County, Massachusetts","35820",
1400000US25013801503,"Census Tract 8015.03, Hampden County, Massachusetts","58333",
1400000US25013801601,"Census Tract 8016.01, Hampden County, Massachusetts","81513",
1400000US25013801602,"Census Tract 8016.02, Hampden County, Massachusetts","69351",
1400000US25013801603,"Census Tract 8016.03, Hampden County, Massachusetts","90417",
1400000US25013801604,"Census Tract 8016.04, Hampden County, Massachusetts","104342",
1400000US25013801605,"Census Tract 8016.05, Hampden County, Massachusetts","59563",
1400000US25013801700,"Census Tract 8017, Hampden County, Massachusetts","31416",
1400000US25013801800,"Census Tract 8018, Hampden County, Massachusetts","37216",
1400000US25013801901,"Census Tract 8019.01, Hampden County, Massachusetts","22535",
1400000US25013801902,"Census Tract 8019.02, Hampden County, Massachusetts","51250",
1400000US25013802000,"Census Tract 8020, Hampden County, Massachusetts","22143",
1400000US25013802101,"Census Tract 8021.01, Hampden County, Massachusetts","52332",
1400000US25013802200,"Census Tract 8022, Hampden County, Massachusetts","40300",
1400000US25013802300,"Census Tract 8023, Hampden County, Massachusetts","43611",
1400000US25013802400,"Census Tract 8024, Hampden County, Massachusetts","103289",
1400000US25013802500,"Census Tract 8025, Hampden County, Massachusetts","78794",
1400000US25013802601,"Census Tract 8026.01, Hampden County, Massachusetts","68507",
1400000US25013802602,"Census Tract 8026.02, Hampden County, Massachusetts","88750",
1400000US25013810100,"Census Tract 8101, Hampden County, Massachusetts","95990",
1400000US25013810200,"Census Tract 8102, Hampden County, Massachusetts","63804",
1400000US25013810300,"Census Tract 8103, Hampden County, Massachusetts","84762",
1400000US25013810403,"Census Tract 8104.03, Hampden County, Massachusetts","68854",
1400000US25013810404,"Census Tract 8104.04, Hampden County, Massachusetts","86333",
1400000US25013810412,"Census Tract 8104.12, Hampden County, Massachusetts","79761",
1400000US25013810414,"Census Tract 8104.14, Hampden County, Massachusetts","124697",
1400000US25013810601,"Census Tract 8106.01, Hampden County, Massachusetts","50900",
1400000US25013810602,"Census Tract 8106.02, Hampden County, Massachusetts","96607",
1400000US25013810700,"Census Tract 8107, Hampden County, Massachusetts","69117",
1400000US25013810800,"Census Tract 8108, Hampden County, Massachusetts","54798",
1400000US25013810901,"Census Tract 8109.01, Hampden County, Massachusetts","43750",
1400000US25013810902,"Census Tract 8109.02, Hampden County, Massachusetts","74205",
1400000US25013811000,"Census Tract 8110, Hampden County, Massachusetts","72763",
1400000US25013811101,"Census Tract 8111.01, Hampden County, Massachusetts","53587",
1400000US25013811102,"Census Tract 8111.02, Hampden County, Massachusetts","69116",
1400000US25013811200,"Census Tract 8112, Hampden County, Massachusetts","75199",
1400000US25013811301,"Census Tract 8113.01, Hampden County, Massachusetts","69864",
1400000US25013811302,"Census Tract 8113.02, Hampden County, Massachusetts","76932",
1400000US25013811400,"Census Tract 8114, Hampden County, Massachusetts","26792",
1400000US25013811500,"Census Tract 8115, Hampden County, Massachusetts","20652",
1400000US25013811600,"Census Tract 8116, Hampden County, Massachusetts","26528",
1400000US25013811700,"Census Tract 8117, Hampden County, Massachusetts","27614",
1400000US25013811800,"Census Tract 8118, Hampden County, Massachusetts","48813",
1400000US25013811900,"Census Tract 8119, Hampden County, Massachusetts","113861",
1400000US25013812001,"Census Tract 8120.01, Hampden County, Massachusetts","39543",
1400000US25013812002,"Census Tract 8120.02, Hampden County, Massachusetts","70132",
1400000US25013812101,"Census Tract 8121.01, Hampden County, Massachusetts","90729",
1400000US25013812103,"Census Tract 8121.03, Hampden County, Massachusetts","47171",
1400000US25013812104,"Census Tract 8121.04, Hampden County, Massachusetts","58750",
1400000US25013812201,"Census Tract 8122.01, Hampden County, Massachusetts","52917",
1400000US25013812202,"Census Tract 8122.02, Hampden County, Massachusetts","79044",
1400000US25013812300,"Census Tract 8123, Hampden County, Massachusetts","42875",
1400000US25013812401,"Census Tract 8124.01, Hampden County, Massachusetts","139237",
1400000US25013812403,"Census Tract 8124.03, Hampden County, Massachusetts","87250",
1400000US25013812404,"Census Tract 8124.04, Hampden County, Massachusetts","121813",
1400000US25013812500,"Census Tract 8125, Hampden County, Massachusetts","85684",
1400000US25013812600,"Census Tract 8126, Hampden County, Massachusetts","119912",
1400000US25013812701,"Census Tract 8127.01, Hampden County, Massachusetts","53015",
1400000US25013812702,"Census Tract 8127.02, Hampden County, Massachusetts","69028",
1400000US25013812800,"Census Tract 8128, Hampden County, Massachusetts","104430",
1400000US25013812901,"Census Tract 8129.01, Hampden County, Massachusetts","78365",
1400000US25013812902,"Census Tract 8129.02, Hampden County, Massachusetts","121435",
1400000US25013812903,"Census Tract 8129.03, Hampden County, Massachusetts","-",
1400000US25013813001,"Census Tract 8130.01, Hampden County, Massachusetts","85341",
1400000US25013813002,"Census Tract 8130.02, Hampden County, Massachusetts","103098",
1400000US25013813101,"Census Tract 8131.01, Hampden County, Massachusetts","111558",
1400000US25013813102,"Census Tract 8131.02, Hampden County, Massachusetts","125781",
1400000US25013813204,"Census Tract 8132.04, Hampden County, Massachusetts","122933",
1400000US25013813205,"Census Tract 8132.05, Hampden County, Massachusetts","108115",
1400000US25013813206,"Census Tract 8132.06, Hampden County, Massachusetts","119063",
1400000US25013813207,"Census Tract 8132.07, Hampden County, Massachusetts","78505",
1400000US25013813208,"Census Tract 8132.08, Hampden County, Massachusetts","92237",
1400000US25013813209,"Census Tract 8132.09, Hampden County, Massachusetts","115000",
1400000US25013813301,"Census Tract 8133.01, Hampden County, Massachusetts","161618",
1400000US25013813303,"Census Tract 8133.03, Hampden County, Massachusetts","168690",
1400000US25013813304,"Census Tract 8133.04, Hampden County, Massachusetts","152250",
1400000US25013813401,"Census Tract 8134.01, Hampden County, Massachusetts","92025",
1400000US25013813403,"Census Tract 8134.03, Hampden County, Massachusetts","127639",
1400000US25013813404,"Census Tract 8134.04, Hampden County, Massachusetts","140368",
1400000US25013813500,"Census Tract 8135, Hampden County, Massachusetts","109740",
1400000US25013813601,"Census Tract 8136.01, Hampden County, Massachusetts","125646",
1400000US25013813602,"Census Tract 8136.02, Hampden County, Massachusetts","157270",
1400000US25013813701,"Census Tract 8137.01, Hampden County, Massachusetts","83864",
1400000US25013813702,"Census Tract 8137.02, Hampden County, Massachusetts","91422",
1400000US25013813801,"Census Tract 8138.01, Hampden County, Massachusetts","99094",
1400000US25013813802,"Census Tract 8138.02, Hampden County, Massachusetts","124500",
1400000US25015820101,"Census Tract 8201.01, Hampshire County, Massachusetts","95750",
1400000US25015820102,"Census Tract 8201.02, Hampshire County, Massachusetts","46118",
1400000US25015820205,"Census Tract 8202.05, Hampshire County, Massachusetts","124574",
1400000US25015820206,"Census Tract 8202.06, Hampshire County, Massachusetts","123505",
1400000US25015820207,"Census Tract 8202.07, Hampshire County, Massachusetts","100469",
1400000US25015820300,"Census Tract 8203, Hampshire County, Massachusetts","126667",
1400000US25015820400,"Census Tract 8204, Hampshire County, Massachusetts","-",
1400000US25015820500,"Census Tract 8205, Hampshire County, Massachusetts","97250",
1400000US25015820600,"Census Tract 8206, Hampshire County, Massachusetts","-",
1400000US25015820700,"Census Tract 8207, Hampshire County, Massachusetts","145840",
1400000US25015820801,"Census Tract 8208.01, Hampshire County, Massachusetts","127083",
1400000US25015820802,"Census Tract 8208.02, Hampshire County, Massachusetts","-",
1400000US25015820900,"Census Tract 8209, Hampshire County, Massachusetts","125686",
1400000US25015821000,"Census Tract 8210, Hampshire County, Massachusetts","95536",
1400000US25015821101,"Census Tract 8211.01, Hampshire County, Massachusetts","101657",
1400000US25015821200,"Census Tract 8212, Hampshire County, Massachusetts","165000",
1400000US25015821300,"Census Tract 8213, Hampshire County, Massachusetts","121667",
1400000US25015821400,"Census Tract 8214, Hampshire County, Massachusetts","124856",
1400000US25015821500,"Census Tract 8215, Hampshire County, Massachusetts","102025",
1400000US25015821601,"Census Tract 8216.01, Hampshire County, Massachusetts","92279",
1400000US25015821602,"Census Tract 8216.02, Hampshire County, Massachusetts","121964",
1400000US25015821700,"Census Tract 8217, Hampshire County, Massachusetts","105096",
1400000US25015821901,"Census Tract 8219.01, Hampshire County, Massachusetts","156786",
1400000US25015821903,"Census Tract 8219.03, Hampshire County, Massachusetts","80750",
1400000US25015821904,"Census Tract 8219.04, Hampshire County, Massachusetts","111111",
1400000US25015822000,"Census Tract 8220, Hampshire County, Massachusetts","81875",
1400000US25015822200,"Census Tract 8222, Hampshire County, Massachusetts","102235",
1400000US25015822300,"Census Tract 8223, Hampshire County, Massachusetts","75521",
1400000US25015822401,"Census Tract 8224.01, Hampshire County, Massachusetts","109107",
1400000US25015822402,"Census Tract 8224.02, Hampshire County, Massachusetts","64788",
1400000US25015822500,"Census Tract 8225, Hampshire County, Massachusetts","122379",
1400000US25015822601,"Census Tract 8226.01, Hampshire County, Massachusetts","90446",
1400000US25015822603,"Census Tract 8226.03, Hampshire County, Massachusetts","95909",
1400000US25015822607,"Census Tract 8226.07, Hampshire County, Massachusetts","95919",
1400000US25015822700,"Census Tract 8227, Hampshire County, Massachusetts","91000",
1400000US25017300100,"Census Tract 3001, Middlesex County, Massachusetts","105742",
1400000US25017301101,"Census Tract 3011.01, Middlesex County, Massachusetts","118782",
1400000US25017301102,"Census Tract 3011.02, Middlesex County, Massachusetts","115714",
1400000US25017310101,"Census Tract 3101.01, Middlesex County, Massachusetts","96115",
1400000US25017310102,"Census Tract 3101.02, Middlesex County, Massachusetts","45014",
1400000US25017310200,"Census Tract 3102, Middlesex County, Massachusetts","94613",
1400000US25017310300,"Census Tract 3103, Middlesex County, Massachusetts","61566",
1400000US25017310400,"Census Tract 3104, Middlesex County, Massachusetts","38194",
1400000US25017310500,"Census Tract 3105, Middlesex County, Massachusetts","84250",
1400000US25017310601,"Census Tract 3106.01, Middlesex County, Massachusetts","65156",
1400000US25017310602,"Census Tract 3106.02, Middlesex County, Massachusetts","101840",
1400000US25017310700,"Census Tract 3107, Middlesex County, Massachusetts","58056",
1400000US25017311100,"Census Tract 3111, Middlesex County, Massachusetts","59489",
1400000US25017311200,"Census Tract 3112, Middlesex County, Massachusetts","51090",
1400000US25017311300,"Census Tract 3113, Middlesex County, Massachusetts","72755",
1400000US25017311400,"Census Tract 3114, Middlesex County, Massachusetts","94893",
1400000US25017311500,"Census Tract 3115, Middlesex County, Massachusetts","136477",
1400000US25017311600,"Census Tract 3116, Middlesex County, Massachusetts","84574",
1400000US25017311700,"Census Tract 3117, Middlesex County, Massachusetts","84917",
1400000US25017311800,"Census Tract 3118, Middlesex County, Massachusetts","67863",
1400000US25017311900,"Census Tract 3119, Middlesex County, Massachusetts","37436",
1400000US25017312000,"Census Tract 3120, Middlesex County, Massachusetts","49231",
1400000US25017312100,"Census Tract 3121, Middlesex County, Massachusetts","60473",
1400000US25017312200,"Census Tract 3122, Middlesex County, Massachusetts","68882",
1400000US25017312300,"Census Tract 3123, Middlesex County, Massachusetts","92422",
1400000US25017312400,"Census Tract 3124, Middlesex County, Massachusetts","44531",
1400000US25017312501,"Census Tract 3125.01, Middlesex County, Massachusetts","109167",
1400000US25017312502,"Census Tract 3125.02, Middlesex County, Massachusetts","128837",
1400000US25017313101,"Census Tract 3131.01, Middlesex County, Massachusetts","158092",
1400000US25017313102,"Census Tract 3131.02, Middlesex County, Massachusetts","130500",
1400000US25017314101,"Census Tract 3141.01, Middlesex County, Massachusetts","112460",
1400000US25017314102,"Census Tract 3141.02, Middlesex County, Massachusetts","91651",
1400000US25017314200,"Census Tract 3142, Middlesex County, Massachusetts","114313",
1400000US25017314301,"Census Tract 3143.01, Middlesex County, Massachusetts","113031",
1400000US25017314302,"Census Tract 3143.02, Middlesex County, Massachusetts","145833",
1400000US25017315100,"Census Tract 3151, Middlesex County, Massachusetts","139722",
1400000US25017315200,"Census Tract 3152, Middlesex County, Massachusetts","143427",
1400000US25017315401,"Census Tract 3154.01, Middlesex County, Massachusetts","103980",
1400000US25017315402,"Census Tract 3154.02, Middlesex County, Massachusetts","116765",
1400000US25017315403,"Census Tract 3154.03, Middlesex County, Massachusetts","134000",
1400000US25017315500,"Census Tract 3155, Middlesex County, Massachusetts","129421",
1400000US25017316101,"Census Tract 3161.01, Middlesex County, Massachusetts","135929",
1400000US25017316102,"Census Tract 3161.02, Middlesex County, Massachusetts","139217",
1400000US25017316201,"Census Tract 3162.01, Middlesex County, Massachusetts","129107",
1400000US25017316202,"Census Tract 3162.02, Middlesex County, Massachusetts","144167",
1400000US25017316300,"Census Tract 3163, Middlesex County, Massachusetts","130177",
1400000US25017316400,"Census Tract 3164, Middlesex County, Massachusetts","131844",
1400000US25017316500,"Census Tract 3165, Middlesex County, Massachusetts","114821",
1400000US25017317101,"Census Tract 3171.01, Middlesex County, Massachusetts","141592",
1400000US25017317102,"Census Tract 3171.02, Middlesex County, Massachusetts","144044",
1400000US25017317103,"Census Tract 3171.03, Middlesex County, Massachusetts","155987",
1400000US25017317201,"Census Tract 3172.01, Middlesex County, Massachusetts","186806",
1400000US25017317202,"Census Tract 3172.02, Middlesex County, Massachusetts","157917",
1400000US25017317203,"Census Tract 3172.03, Middlesex County, Massachusetts","162813",
1400000US25017317301,"Census Tract 3173.01, Middlesex County, Massachusetts","133373",
1400000US25017317302,"Census Tract 3173.02, Middlesex County, Massachusetts","103810",
1400000US25017318100,"Census Tract 3181, Middlesex County, Massachusetts","163636",
1400000US25017318200,"Census Tract 3182, Middlesex County, Massachusetts","152813",
1400000US25017318300,"Census Tract 3183, Middlesex County, Massachusetts","197965",
1400000US25017318400,"Census Tract 3184, Middlesex County, Massachusetts","174491",
1400000US25017320102,"Census Tract 3201.02, Middlesex County, Massachusetts","222531",
1400000US25017320105,"Census Tract 3201.05, Middlesex County, Massachusetts","244643",
1400000US25017320106,"Census Tract 3201.06, Middlesex County, Massachusetts","219500",
1400000US25017320107,"Census Tract 3201.07, Middlesex County, Massachusetts","187063",
1400000US25017321100,"Census Tract 3211, Middlesex County, Massachusetts","103898",
1400000US25017321200,"Census Tract 3212, Middlesex County, Massachusetts","93846",
1400000US25017321301,"Census Tract 3213.01, Middlesex County, Massachusetts","61404",
1400000US25017321302,"Census Tract 3213.02, Middlesex County, Massachusetts","129481",
1400000US25017321400,"Census Tract 3214, Middlesex County, Massachusetts","111563",
1400000US25017321500,"Census Tract 3215, Middlesex County, Massachusetts","113787",
1400000US25017321600,"Census Tract 3216, Middlesex County, Massachusetts","127212",
1400000US25017322100,"Census Tract 3221, Middlesex County, Massachusetts","152981",
1400000US25017322200,"Census Tract 3222, Middlesex County, Massachusetts","137917",
1400000US25017322300,"Census Tract 3223, Middlesex County, Massachusetts","106229",
1400000US25017322400,"Census Tract 3224, Middlesex County, Massachusetts","129958",
1400000US25017323101,"Census Tract 3231.01, Middlesex County, Massachusetts","152662",
1400000US25017323102,"Census Tract 3231.02, Middlesex County, Massachusetts","161389",
1400000US25017324101,"Census Tract 3241.01, Middlesex County, Massachusetts","155170",
1400000US25017324102,"Census Tract 3241.02, Middlesex County, Massachusetts","168250",
1400000US25017325101,"Census Tract 3251.01, Middlesex County, Massachusetts","153897",
1400000US25017325102,"Census Tract 3251.02, Middlesex County, Massachusetts","126184",
1400000US25017326101,"Census Tract 3261.01, Middlesex County, Massachusetts","216602",
1400000US25017326102,"Census Tract 3261.02, Middlesex County, Massachusetts","193106",
1400000US25017327101,"Census Tract 3271.01, Middlesex County, Massachusetts","157841",
1400000US25017327102,"Census Tract 3271.02, Middlesex County, Massachusetts","107805",
1400000US25017327103,"Census Tract 3271.03, Middlesex County, Massachusetts","125511",
1400000US25017328100,"Census Tract 3281, Middlesex County, Massachusetts","182260",
1400000US25017330101,"Census Tract 3301.01, Middlesex County, Massachusetts","178906",
1400000US25017330102,"Census Tract 3301.02, Middlesex County, Massachusetts","151331",
1400000US25017330201,"Census Tract 3302.01, Middlesex County, Massachusetts","158818",
1400000US25017330202,"Census Tract 3302.02, Middlesex County, Massachusetts","111495",
1400000US25017331101,"Census Tract 3311.01, Middlesex County, Massachusetts","156042",
1400000US25017331102,"Census Tract 3311.02, Middlesex County, Massachusetts","157250",
1400000US25017331200,"Census Tract 3312, Middlesex County, Massachusetts","155521",
1400000US25017331300,"Census Tract 3313, Middlesex County, Massachusetts","169700",
1400000US25017332100,"Census Tract 3321, Middlesex County, Massachusetts","173750",
1400000US25017332201,"Census Tract 3322.01, Middlesex County, Massachusetts","151541",
1400000US25017332202,"Census Tract 3322.02, Middlesex County, Massachusetts","129757",
1400000US25017332300,"Census Tract 3323, Middlesex County, Massachusetts","160375",
1400000US25017332401,"Census Tract 3324.01, Middlesex County, Massachusetts","142083",
1400000US25017332402,"Census Tract 3324.02, Middlesex County, Massachusetts","145573",
1400000US25017333100,"Census Tract 3331, Middlesex County, Massachusetts","128264",
1400000US25017333200,"Census Tract 3332, Middlesex County, Massachusetts","129613",
1400000US25017333300,"Census Tract 3333, Middlesex County, Massachusetts","83679",
1400000US25017333400,"Census Tract 3334, Middlesex County, Massachusetts","117821",
1400000US25017333501,"Census Tract 3335.01, Middlesex County, Massachusetts","132321",
1400000US25017333502,"Census Tract 3335.02, Middlesex County, Massachusetts","119615",
1400000US25017333601,"Census Tract 3336.01, Middlesex County, Massachusetts","81635",
1400000US25017333602,"Census Tract 3336.02, Middlesex County, Massachusetts","103377",
1400000US25017334100,"Census Tract 3341, Middlesex County, Massachusetts","172727",
1400000US25017334200,"Census Tract 3342, Middlesex County, Massachusetts","162772",
1400000US25017334300,"Census Tract 3343, Middlesex County, Massachusetts","180993",
1400000US25017334400,"Census Tract 3344, Middlesex County, Massachusetts","176719",
1400000US25017335100,"Census Tract 3351, Middlesex County, Massachusetts","134615",
1400000US25017335200,"Census Tract 3352, Middlesex County, Massachusetts","131045",
1400000US25017335301,"Census Tract 3353.01, Middlesex County, Massachusetts","136964",
1400000US25017335302,"Census Tract 3353.02, Middlesex County, Massachusetts","144221",
1400000US25017335400,"Census Tract 3354, Middlesex County, Massachusetts","168393",
1400000US25017336100,"Census Tract 3361, Middlesex County, Massachusetts","156200",
1400000US25017336201,"Census Tract 3362.01, Middlesex County, Massachusetts","176361",
1400000US25017336202,"Census Tract 3362.02, Middlesex County, Massachusetts","250,000+",
1400000US25017336300,"Census Tract 3363, Middlesex County, Massachusetts","164647",
1400000US25017336402,"Census Tract 3364.02, Middlesex County, Massachusetts","142132",
1400000US25017336403,"Census Tract 3364.03, Middlesex County, Massachusetts","116736",
1400000US25017336404,"Census Tract 3364.04, Middlesex County, Massachusetts","101641",
1400000US25017337101,"Census Tract 3371.01, Middlesex County, Massachusetts","149313",
1400000US25017337102,"Census Tract 3371.02, Middlesex County, Massachusetts","144306",
1400000US25017337201,"Census Tract 3372.01, Middlesex County, Massachusetts","173098",
1400000US25017337202,"Census Tract 3372.02, Middlesex County, Massachusetts","162880",
1400000US25017337300,"Census Tract 3373, Middlesex County, Massachusetts","124531",
1400000US25017338100,"Census Tract 3381, Middlesex County, Massachusetts","219286",
1400000US25017338200,"Census Tract 3382, Middlesex County, Massachusetts","178583",
1400000US25017338300,"Census Tract 3383, Middlesex County, Massachusetts","250,000+",
1400000US25017338400,"Census Tract 3384, Middlesex County, Massachusetts","250,000+",
1400000US25017338500,"Census Tract 3385, Middlesex County, Massachusetts","235000",
1400000US25017339101,"Census Tract 3391.01, Middlesex County, Massachusetts","161042",
1400000US25017339102,"Census Tract 3391.02, Middlesex County, Massachusetts","165060",
1400000US25017339200,"Census Tract 3392, Middlesex County, Massachusetts","183561",
1400000US25017339300,"Census Tract 3393, Middlesex County, Massachusetts","96625",
1400000US25017339400,"Census Tract 3394, Middlesex County, Massachusetts","172875",
1400000US25017339500,"Census Tract 3395, Middlesex County, Massachusetts","111932",
1400000US25017339600,"Census Tract 3396, Middlesex County, Massachusetts","145956",
1400000US25017339700,"Census Tract 3397, Middlesex County, Massachusetts","99727",
1400000US25017339802,"Census Tract 3398.02, Middlesex County, Massachusetts","158424",
1400000US25017339803,"Census Tract 3398.03, Middlesex County, Massachusetts","76250",
1400000US25017339804,"Census Tract 3398.04, Middlesex County, Massachusetts","101522",
1400000US25017339900,"Census Tract 3399, Middlesex County, Massachusetts","100083",
1400000US25017340000,"Census Tract 3400, Middlesex County, Massachusetts","113594",
1400000US25017340100,"Census Tract 3401, Middlesex County, Massachusetts","109757",
1400000US25017341101,"Census Tract 3411.01, Middlesex County, Massachusetts","155055",
1400000US25017341102,"Census Tract 3411.02, Middlesex County, Massachusetts","100804",
1400000US25017341200,"Census Tract 3412, Middlesex County, Massachusetts","77305",
1400000US25017341301,"Census Tract 3413.01, Middlesex County, Massachusetts","79583",
1400000US25017341302,"Census Tract 3413.02, Middlesex County, Massachusetts","120200",
1400000US25017341400,"Census Tract 3414, Middlesex County, Massachusetts","77500",
1400000US25017341500,"Census Tract 3415, Middlesex County, Massachusetts","85736",
1400000US25017341600,"Census Tract 3416, Middlesex County, Massachusetts","113007",
1400000US25017341700,"Census Tract 3417, Middlesex County, Massachusetts","91250",
1400000US25017341800,"Census Tract 3418, Middlesex County, Massachusetts","52509",
1400000US25017341901,"Census Tract 3419.01, Middlesex County, Massachusetts","91771",
1400000US25017341903,"Census Tract 3419.03, Middlesex County, Massachusetts","122778",
1400000US25017341904,"Census Tract 3419.04, Middlesex County, Massachusetts","46656",
1400000US25017342101,"Census Tract 3421.01, Middlesex County, Massachusetts","78000",
1400000US25017342102,"Census Tract 3421.02, Middlesex County, Massachusetts","93325",
1400000US25017342201,"Census Tract 3422.01, Middlesex County, Massachusetts","52500",
1400000US25017342202,"Census Tract 3422.02, Middlesex County, Massachusetts","85813",
1400000US25017342301,"Census Tract 3423.01, Middlesex County, Massachusetts","107256",
1400000US25017342302,"Census Tract 3423.02, Middlesex County, Massachusetts","86625",
1400000US25017342401,"Census Tract 3424.01, Middlesex County, Massachusetts","92943",
1400000US25017342402,"Census Tract 3424.02, Middlesex County, Massachusetts","38203",
1400000US25017342501,"Census Tract 3425.01, Middlesex County, Massachusetts","78708",
1400000US25017342502,"Census Tract 3425.02, Middlesex County, Massachusetts","-",
1400000US25017342600,"Census Tract 3426, Middlesex County, Massachusetts","64649",
1400000US25017350105,"Census Tract 3501.05, Middlesex County, Massachusetts","109306",
1400000US25017350106,"Census Tract 3501.06, Middlesex County, Massachusetts","91000",
1400000US25017350107,"Census Tract 3501.07, Middlesex County, Massachusetts","103125",
1400000US25017350108,"Census Tract 3501.08, Middlesex County, Massachusetts","65117",
1400000US25017350109,"Census Tract 3501.09, Middlesex County, Massachusetts","62266",
1400000US25017350201,"Census Tract 3502.01, Middlesex County, Massachusetts","100532",
1400000US25017350202,"Census Tract 3502.02, Middlesex County, Massachusetts","120500",
